"","cause.x","effect.x","CCMmatchList","AggmatchList","foodmatchList","lowermatchList","cantEmbeddingmatchList","linearitymatchList","SmapMean","causepopmean","effectpopmean","causepopsd","effectpopsd","causehabitat","effecthabitat","smapmin","smapX1st","smapmedian","smapmean","smapX3rd","smapmax","strength"
"704","Gna. pfe","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Hap. mic","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Int. loo","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Jul. orn","Lam. cal","present",NA,NA,NA,NA,NA,0.240757808991223,23.275,11.55,16.4970665613073,10.652915816086,"Sponge_feeder","Shrimp_feeder",-1.14185434674291,-0.154103562130027,0.246515667189164,0.240757808991223,0.461455476918743,1.60855503651613,"positive"
"708","Lep. att","Lam. cal","present",NA,NA,NA,NA,NA,0.583600187319336,3.775,11.55,6.14144182519933,10.652915816086,"Fry_feeder","Shrimp_feeder",-1.29328213216419,0.0609296867927924,0.621308703080359,0.583600187319336,0.945948837153284,2.40288217673534,"positive"
"709","Lep. cun","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Lim. dar","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Lep. elo","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Lep. ken","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Lob. lab","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Lam. lem","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Lep. mim","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Lep. pro","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Lam. tan","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Lat. M","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","M. spp","Lam. cal",NA,NA,NA,NA,"埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Neo. bus","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Neo. cau","Lam. cal",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Neo. cyl","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Neo. fas","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Neo. fur","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Neo. mus","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Neo. obs","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Neo. pet","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Neo. pro","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Neo. pul","Lam. cal",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Neo. sav","Lam. cal",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Neo. sex","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Neo. tet","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Oph. ven","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Par. spp","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Pse. cur","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Pet. fam","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Pet. fas","Lam. cal",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Per. mic","Lam. cal",NA,NA,"present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Pet. pol","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Pet. hor","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Per. str","Lam. cal",NA,NA,"present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Pet. tre","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Sim. dia","Lam. cal",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Syn. mul","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Tro. moo","Lam. cal",NA,"present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Tel. tem","Lam. cal","present","present",NA,NA,NA,NA,-0.0111982512516259,6.825,11.55,5.41549296948709,10.652915816086,"Filamentous_algae_feeder","Shrimp_feeder",-2.11548678153379,-0.387428777847302,0.173886730252032,-0.0111982512516259,0.359968057235922,0.969458344895531,"negative"
"747","Tel. vit","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Var. moo","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Xen. pap","Lam. cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Xen. sim","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Xen. spi","Lam. cal",NA,NA,NA,NA,"埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Xen. fla","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Xen. bou","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Xen. sp","Lam. cal",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Alt. com","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Aul. dew","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Cya. spp","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Cte. hor","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Cyp. spp","Lep. cun",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Cun. lon","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Ere. cya","Lep. cun",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Gna. pfe","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Hap. mic","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Int. loo","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Jul. orn","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Lep. att","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Lam. cal","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Lim. dar","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Lep. elo","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Lep. ken","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Lob. lab","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Lam. lem","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Lep. mim","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Lep. pro","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Lam. tan","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Lat. M","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","M. spp","Lep. cun",NA,NA,NA,"10未満","埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Neo. bus","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Neo. cau","Lep. cun",NA,NA,NA,"10未満","埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","Neo. cyl","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Neo. fas","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Neo. fur","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Neo. mus","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Neo. obs","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Neo. pet","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Neo. pro","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Neo. pul","Lep. cun",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","Neo. sav","Lep. cun",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Neo. sex","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Neo. tet","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","Oph. ven","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","Par. spp","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Pse. cur","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","Pet. fam","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Pet. fas","Lep. cun",NA,NA,NA,"10未満","埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","Per. mic","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","Pet. pol","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","Pet. hor","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","Per. str","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","Pet. tre","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Sim. dia","Lep. cun",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","Syn. mul","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","Tro. moo","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","Tel. tem","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","Tel. vit","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","Var. moo","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","Xen. pap","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","Xen. sim","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","Xen. spi","Lep. cun",NA,NA,NA,"10未満","埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","Xen. fla","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","Xen. bou","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","Xen. sp","Lep. cun",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","Alt. com","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","Aul. dew","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","Cya. spp","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","Cte. hor","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","Cyp. spp","Lim. dar",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","Cun. lon","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","Ere. cya","Lim. dar",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","Gna. pfe","Lim. dar","present",NA,NA,NA,NA,NA,0.0677540204890788,7.5,9.75,4.58537250674806,6.99358680579975,"Shrimp_feeder","Unicellular_algae_feeder",-1.45949256832164,-0.129056992978231,0.22515464024133,0.0677540204890788,0.353649255795215,0.671661486042035,"positive"
"821","Hap. mic","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","Int. loo","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","Jul. orn","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","Lep. att","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Lam. cal","Lim. dar","present",NA,NA,NA,NA,NA,-0.411653055821158,11.55,9.75,10.652915816086,6.99358680579975,"Shrimp_feeder","Unicellular_algae_feeder",-2.0841749568602,-0.630405887940256,-0.280039837315368,-0.411653055821158,-0.0504033721926305,0.24306371654399,"negative"
"826","Lep. cun","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","Lep. elo","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","Lep. ken","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","Lob. lab","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","Lam. lem","Lim. dar",NA,NA,"present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","Lep. mim","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","Lep. pro","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","Lam. tan","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","Lat. M","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","M. spp","Lim. dar",NA,NA,NA,NA,"埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","Neo. bus","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","Neo. cau","Lim. dar",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","Neo. cyl","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","Neo. fas","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","Neo. fur","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","Neo. mus","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","Neo. obs","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","Neo. pet","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","Neo. pro","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","Neo. pul","Lim. dar",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","Neo. sav","Lim. dar",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","Neo. sex","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","Neo. tet","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","Oph. ven","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","Par. spp","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","Pse. cur","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","Pet. fam","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","Pet. fas","Lim. dar",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","Per. mic","Lim. dar","present",NA,NA,NA,NA,NA,0.0894016513770923,30.975,9.75,18.5810594216468,6.99358680579975,"Scale_feeder","Unicellular_algae_feeder",-0.846631681244131,-0.183260854612985,-0.00385491328254497,0.0894016513770923,0.362160359038847,1.24392212559163,"positive"
"855","Pet. pol","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","Pet. hor","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","Per. str","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","Pet. tre","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","Sim. dia","Lim. dar",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","Syn. mul","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","Tro. moo","Lim. dar","present",NA,NA,NA,NA,NA,-0.238905420483092,72.425,9.75,25.720277842739,6.99358680579975,"Filamentous_algae_feeder","Unicellular_algae_feeder",-1.06979921285115,-0.538042771953679,-0.243965000682174,-0.238905420483092,-0.0294030105956735,0.84645220201039,"negative"
"862","Tel. tem","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","Tel. vit","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","Var. moo","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","Xen. pap","Lim. dar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","Xen. sim","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","Xen. spi","Lim. dar",NA,NA,NA,NA,"埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","Xen. fla","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","Xen. bou","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","Xen. sp","Lim. dar",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","Alt. com","Lep. elo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","Aul. dew","Lep. elo","present",NA,NA,NA,NA,NA,-0.0232300819700241,32.8,12.325,34.4563640803992,10.4375738904186,"Detritus_feeder","Fish_feeder",-2.60871453725551,-0.652264095553251,-0.180158232122008,-0.0232300819700241,0.255078916792167,5.85458628661541,"negative"
